seed,hybrid_cost,pwa_cost,improvement_pct,elapsed_seconds,peak_memory_mb,peak_cpu_pct,n_ants,n_iters,error
42,1180.7637516472978,1412.3289031999072,16.395979083055888,1.569,234.27,626.9,20,80,
43,1192.5236395665568,1412.3289031999072,15.563319785875562,1.386,243.25,525.1,20,80,
44,1178.140820937363,1412.3289031999072,16.58169578856209,1.35,233.83,577.0,20,80,
45,1181.5190262447263,1412.3289031999072,16.34250183737202,1.368,233.43,596.8,20,80,
46,1176.1711780998692,1412.3289031999072,16.721156422202828,1.386,242.75,617.0,20,80,
47,1178.5690301614384,1412.3289031999072,16.551376418682658,1.568,230.42,666.8,20,80,
48,1194.2244632541936,1412.3289031999072,15.442892902039704,1.397,244.35,533.1,20,80,
49,1183.0053275256773,1412.3289031999072,16.237264220441325,1.376,244.07,608.9,20,80,
50,1180.0824382357407,1412.3289031999072,16.444219504250515,1.371,243.57,543.1,20,80,
51,1186.1494704873605,1412.3289031999072,16.01464306225646,1.408,244.07,580.9,20,80,
52,1189.4066776011468,1412.3289031999072,15.784016392618359,1.454,243.95,565.1,20,80,
53,1176.9353967537284,1412.3289031999072,16.66704589227402,1.382,242.59,623.0,20,80,
54,1181.2911919432188,1412.3289031999072,16.358633653480243,1.366,244.66,563.0,20,80,
55,1183.6492797500405,1412.3289031999072,16.191669159481787,1.369,244.62,505.1,20,80,
56,1184.8077461895941,1412.3289031999072,16.10964390056873,1.381,244.12,593.0,20,80,
57,1184.5897387975092,1412.3289031999072,16.125079921993414,1.429,244.42,610.9,20,80,
58,1185.6270784178412,1412.3289031999072,16.051631051975836,1.346,233.37,571.1,20,80,
59,1181.130710602823,1412.3289031999072,16.369996540696686,1.35,233.65,457.3,20,80,
60,1179.546197729571,1412.3289031999072,16.48218803303688,1.344,244.7,620.8,20,80,
61,1181.0671729393441,1412.3289031999072,16.374495327299076,1.36,234.07,668.8,20,80,
62,1185.3571668398733,1412.3289031999072,16.070742151193325,1.367,243.14,485.2,20,80,
63,1190.131245378719,1412.3289031999072,15.732713344445187,1.369,234.7,409.3,20,80,
64,1184.0814625147732,1412.3289031999072,16.16106844290978,1.355,243.87,625.0,20,80,
65,1195.795474604839,1412.3289031999072,15.331657385504851,1.334,233.29,527.1,20,80,
66,1180.5323513030435,1412.3289031999072,16.41236339295212,1.358,242.43,519.1,20,80,
67,1185.5145413421162,1412.3289031999072,16.059599243766716,1.357,244.02,485.1,20,80,
68,1185.475507660317,1412.3289031999072,16.062363025043926,1.373,243.15,624.9,20,80,
69,1180.2150400597604,1412.3289031999072,16.434830627217746,1.349,234.62,555.1,20,80,
70,1182.872314586284,1412.3289031999072,16.24668220651327,1.361,243.47,577.1,20,80,
71,1180.1775141609007,1412.3289031999072,16.437487649868395,1.33,243.83,560.0,20,80,
