run,label,epoch,train_loss,val_loss,miou,marking_iou,marking_precision,marking_recall,marking_f1,lr
D0,official,18,0.1320247862102656,0.1842126468558692,0.7808293932909053,0.4402936634062269,0.5147877273726487,0.7526361971421429,0.6113942935289365,0.0014
E0,best,14,0.1190739824793879,0.1389337864497469,0.7806584578414802,0.4384393663916791,0.4702983574044707,0.8661703539710927,0.6096042372526316,0.0014
E0,final,25,0.0947692223672016,0.129703259988067,0.7676927833302698,0.3993080989698652,0.4155272973009701,0.9109533018075846,0.5707222008703096,0.00035
