PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr124
Cities    : 124
Elapsed   : 2.4s

PWA best  : 728.533465
Hybrid    : 648.889608
Improvement: +10.932%

ACO convergence history (best per iteration):
  iter    1: 667.650778
  iter    2: 667.650778
  iter    3: 667.650778
  iter    4: 667.650778
  iter    5: 667.650778
  iter    6: 667.650778
  iter    7: 664.737904
  iter    8: 664.737904
  iter    9: 664.737904
  iter   10: 664.737904
  iter   11: 664.737904
  iter   12: 664.737904
  iter   13: 653.809615
  iter   14: 653.809615
  iter   15: 653.809615
  iter   16: 653.809615
  iter   17: 652.363587
  iter   18: 652.363587
  iter   19: 652.363587
  iter   20: 652.363587
  iter   21: 652.363587
  iter   22: 652.363587
  iter   23: 652.363587
  iter   24: 652.363587
  iter   25: 652.363587
  iter   26: 652.363587
  iter   27: 652.363587
  iter   28: 652.363587
  iter   29: 652.363587
  iter   30: 652.363587
  iter   31: 652.363587
  iter   32: 652.363587
  iter   33: 652.363587
  iter   34: 652.363587
  iter   35: 652.363587
  iter   36: 652.363587
  iter   37: 652.363587
  iter   38: 652.363587
  iter   39: 652.363587
  iter   40: 652.363587
  iter   41: 652.363587
  iter   42: 652.363587
  iter   43: 652.363587
  iter   44: 652.363587
  iter   45: 652.363587
  iter   46: 652.363587
  iter   47: 652.363587
  iter   48: 652.363587
  iter   49: 652.363587
  iter   50: 652.363587
  iter   51: 652.363587
  iter   52: 652.363587
  iter   53: 652.363587
  iter   54: 652.363587
  iter   55: 652.363587
  iter   56: 652.363587
  iter   57: 652.363587
  iter   58: 652.363587
  iter   59: 652.363587
  iter   60: 652.363587
  iter   61: 652.363587
  iter   62: 652.363587
  iter   63: 652.363587
  iter   64: 652.363587
  iter   65: 652.363587
  iter   66: 652.363587
  iter   67: 652.363587
  iter   68: 652.363587
  iter   69: 652.363587
  iter   70: 652.363587
  iter   71: 652.363587
  iter   72: 652.363587
  iter   73: 652.363587
  iter   74: 652.083666
  iter   75: 652.083666
  iter   76: 648.889608
  iter   77: 648.889608
  iter   78: 648.889608
  iter   79: 648.889608
  iter   80: 648.889608

Best tour:
16 -> 15 -> 8 -> 9 -> 10 -> 11 -> 12 -> 13 -> 14 -> 49 -> 50 -> 48 -> 47 -> 46 -> 45 -> 51 -> 52 -> 53 -> 84 -> 89 -> 85 -> 86 -> 87 -> 88 -> 103 -> 104 -> 105 -> 106 -> 107 -> 108 -> 109 -> 110 -> 111 -> 112 -> 113 -> 102 -> 101 -> 100 -> 90 -> 66 -> 82 -> 83 -> 81 -> 80 -> 114 -> 115 -> 116 -> 117 -> 118 -> 119 -> 120 -> 121 -> 122 -> 123 -> 99 -> 98 -> 97 -> 96 -> 95 -> 94 -> 93 -> 92 -> 91 -> 79 -> 78 -> 77 -> 76 -> 75 -> 74 -> 73 -> 72 -> 71 -> 70 -> 69 -> 68 -> 67 -> 63 -> 62 -> 64 -> 65 -> 61 -> 32 -> 33 -> 29 -> 30 -> 31 -> 5 -> 4 -> 3 -> 2 -> 1 -> 0 -> 7 -> 6 -> 26 -> 27 -> 28 -> 34 -> 35 -> 58 -> 60 -> 59 -> 57 -> 56 -> 55 -> 54 -> 36 -> 37 -> 25 -> 23 -> 24 -> 21 -> 22 -> 38 -> 39 -> 20 -> 19 -> 41 -> 40 -> 42 -> 43 -> 44 -> 18 -> 17
